"tideID","tag","patch","fix_rate"
2020438,960,10,0.325140237224822
2020438,960,11,0.68003173467593
2020438,960,12,0.157754699897332
2020438,960,13,0.990975066510437
2020438,960,14,0.943867948713191
2020439,960,1,0.333350089072739
2020439,960,2,0.377797367519111
2020439,960,3,0.0692342753253121
2020439,960,4,0.71727847998428
2020439,960,5,0.649693748115013
2020439,960,6,0.753125935526969
2020439,960,7,0.996334998931458
2020439,960,9,0.959470812699262
2020439,960,12,0.935449666166945
2020440,960,1,0.146349048596326
2020440,960,2,0.385734490703625
2020440,960,3,0.298523057106638
2020440,960,4,0.118232837815211
2020440,960,5,0.262149708532407
2020440,960,6,0.523464763763779
2020440,960,7,1.00005245625087
2020440,960,8,0.983567823524749
2020440,960,9,0.978998035876365
2020440,960,12,0.586237219378586
2020441,960,2,0.968985319494366
2020441,960,5,0.68828433733456
2020441,960,6,0.976097585804335
2020441,960,7,0.916714412353168
2020441,960,8,0.370859147228161
2020441,960,10,0.441881996479412
2020441,960,11,0.505977479137363
2020441,960,12,0.778611286038017
2020441,960,13,0.961086807355849
2020441,960,14,0.908046007649374
2020441,960,15,0.984424990375549
2020441,960,16,0.436996823377417
2020441,960,18,0.939842953213623
2020441,960,19,0.228867677160337
2020441,960,20,0.568209798234393
2020442,960,2,0.0340153794870592
2020442,960,3,0.133340247241937
2020442,960,4,0.311513637627488
2020442,960,5,0.232569858181465
2020442,960,6,0.131447522903715
2020442,960,7,0.15805028423376
2020442,960,8,0.101057950421825
2020442,960,9,0.44446913734699
2020442,960,10,0.371153152206095
2020442,960,11,0.650034471492127
2020442,960,12,0.404276823385677
2020442,960,13,0.884661885948022
2020442,960,14,0.98235232070648
2020442,960,16,0.597764191885813
2020443,960,1,0.986822524073934
2020443,960,2,0.984613273429088
2020443,960,3,0.96901396788029
2020443,960,4,0.984947254086076
2020443,960,7,0.289488666522581
2020443,960,8,0.459701516632972
2020443,960,9,0.091671377579731
2020444,960,1,0.116385413886412
2020444,960,2,0.0641203512741886
2020444,960,3,0.161773032493729
2020444,960,5,0.990247856201987
2020444,960,6,0.866712409376181
2020444,960,8,0.0518545726176856
2020444,960,9,0.169819865167764
2020444,960,10,0.362631397573954
2020445,960,1,0.169384204294818
2020445,960,2,0.400018668092273
2020445,960,3,0.342875102847667
2020445,960,4,0.151049271558151
2020445,960,5,0.293800249702773
2020445,960,6,0.441986319229619
2020445,960,7,0.159801777076539
2020445,960,8,0.423750360338503
2020445,960,9,0.3939592908543
2020445,960,10,0.183015906053197
2020445,960,11,0.311126859556792
2020445,960,12,0.192992613582825
2020445,960,13,0.578491501375622
2020445,960,14,0.468774686651643
2020445,960,15,0.375998583035511
2020445,960,16,0.548600164680843
2020445,960,17,0.828871143472189
2020445,960,18,0.613591214913251
2020445,960,19,0.512423515187519
2020445,960,20,0.625032553747794
2020445,960,21,0.869609328568311
2020445,960,22,0.956094153885477
2020445,960,23,0.562012887717306
2020445,960,24,0.433355001234932
2020445,960,25,0.818223142543546
2020445,960,26,0.618975225178982
2020446,960,1,0.0175201971372289
2020446,960,2,0.0804062525887765
2020446,960,3,0.338045626639286
2020446,960,4,0.852503271874502
2020446,960,5,0.578408601576253
2020446,960,6,0.779262103747193
2020446,960,7,1.00005324357988
2020446,960,8,0.957626057170514
2020446,960,9,0.692343197158986
2020446,960,10,0.307112823317299
2020447,960,1,0.621148876872069
2020447,960,2,0.557720908777653
2020447,960,3,0.474801164664262
2020447,960,4,0.409112604361706
2020447,960,5,0.111116598361657
2020447,960,6,0.28847540734806
2020447,960,7,0.347843731126829
2020447,960,8,0.244610713143921
2020447,960,9,0.480025601798803
2020447,960,10,0.869609327817072
2020447,960,11,0.529045411612025
2020447,960,13,0.321004166944006
2020447,960,14,0.428591837443785
2020447,960,15,0.562529298373015
2020447,960,16,0.670137635927672
2020447,960,17,0.281496164452641
2020447,960,18,0.293462760866272
2020448,960,1,0.383494753068907
2020448,960,2,0.400020953322278
2020448,960,3,0.0278760375838779
2020448,960,4,0.062358946561218
2020448,960,5,0.212229681835501
2020448,960,6,0.109096639424489
2020448,960,12,0.566484976558963
2020448,960,13,0.281893699229575
2020449,960,1,0.69187274034346
2020449,960,4,0.18722415829694
2020449,960,7,0.494476902635774
2020449,960,8,0.170221619121236
2020449,960,9,0.312178544507516
2020450,960,1,0.758660415176929
2020450,960,2,0.250013145525831
2020450,960,3,0.165001526268521
2020450,960,4,0.00663018346824317
2020450,960,5,0.0544947757418034
2020450,960,6,0.448464907016003
2020450,960,7,0.697709574222001
2020450,960,8,0.566067107248775
2020450,960,9,0.0540568948888301
2020450,960,10,0.151523059258451
2020451,960,1,0.466690433337954
2020451,960,2,0.153948881172037
2020451,960,3,0.0506355464391849
2020451,960,4,0.271200996704579
2020451,960,5,0.61927925092448
2020451,960,6,0.465507719025312
2020451,960,7,0.827912397111632
2020452,960,1,0.150334658037265
2020452,960,2,0.205308890559292
2020452,960,3,0.0291277218268404
2020452,960,4,0.787651280033047
2020452,960,5,0.795362723579672
2020452,960,6,0.98918240277731
2020452,960,8,0.202596831597403
2020452,960,9,0.387254366508741
2020452,960,10,0.0384635109473982
2020453,960,1,0.758659930960523
2020453,960,2,0.598715721943962
2020453,960,3,0.414084066857914
2020453,960,4,0.380972250255063
2020453,960,6,0.286971494170466
2020453,960,7,0.461871503352727
2020453,960,8,0.508798708536539
2020453,960,9,0.0439813756330636
2020453,960,10,0.093028183678836
2020453,960,11,0.0437979115686686
2020453,960,12,0.666702043645817
2020453,960,13,0.853786509121304
2020453,960,14,0.868732206763825
2020453,960,16,0.666700961950933
2020453,960,17,0.853703651045664
2020453,960,18,0.23530611365557
2020454,960,1,0.173654480541092
2020454,960,2,0.206907253898324
2020454,960,3,0.63562643805173
2020454,960,4,0.468774764177641
2020454,960,5,0.852985777124484
2020454,960,6,0.848784669339069
2020454,960,7,0.883378729112145
2020454,960,9,0.582119961703208
2020454,960,10,0.618676399703683
2020454,960,11,0.852676456612813
2020455,960,1,0.15977166462727
2020455,960,3,0.0218866702589544
2020455,960,4,0.0839739171923872
2020455,960,5,0.0508747797235176
2020455,960,6,0.0972528516063571
2020455,960,7,0.0553775090255893
2020455,960,8,0.820938407043255
2020455,960,9,0.898832731984155
2020455,960,10,0.372568500256456
2020456,960,1,0.0172753729646956
2020456,960,2,0.675036564512766
2020456,960,3,0.221288052532244
2020456,960,4,0.566294625849866
2020456,960,5,0.320016356392905
2020456,960,6,0.750039264895917
2020456,960,7,0.713081199199201
2020456,960,8,0.659374473268794
2020456,960,9,0.392177368792866
2020456,960,10,0.826708920681672
2020456,960,11,0.622410266155092
2020456,960,12,0.971479459171396
2020457,960,1,0.411201833626624
2020457,960,2,0.197489363927289
2020457,960,3,0.817116351715136
2020457,960,5,0.224501249961821
2020457,960,6,0.320174976267243
2020457,960,7,0.858200663069565
2020457,960,9,0.202909257936269
2020458,960,2,0.0581686278683176
2020458,960,3,0.0606092237277087
2020458,960,4,0.215550191858208
2020458,960,5,0.0656967874124598
2020458,960,6,0.884660752601432
2020458,960,7,0.550875857375501
2020458,960,8,0.0443482252203271
2020459,960,1,0.771468456859584
2020459,960,2,0.657526873280225
2020459,960,3,0.67835725655979
2020459,960,4,0.587844522313455
2020459,960,5,0.618088105362907
2020459,960,6,0.380551039397692
2020459,960,7,0.246766243855223
2020459,960,8,0.0443571787903046
2020459,960,9,0.100005333628602
2020459,960,10,0.0765472577454536
2020459,960,11,0.136157159799044
2020459,960,13,0.242320274335862
2020460,960,1,0.240913878193816
2020460,960,2,0.79540876662991
2020460,960,3,0.613666582093144
2020460,960,4,0.42729506315288
2020460,960,5,0.860971816353477
2020460,960,6,0.951406544351145
2020460,960,7,0.987008733037918
2020460,960,8,0.909139120803792
2020460,960,9,0.8408934160538
2020460,960,10,0.6437120729952
2020460,960,12,0.406271159936067
2020460,960,13,0.665502337404641
2020460,960,14,0.742896056169945
2020460,960,15,0.327719863697112
2020460,960,16,0.362087694073983
2020461,960,1,0.0406381844025258
2020461,960,2,0.525026251496166
2020461,960,3,0.85110872424755
2020461,960,4,0.695468540180057
2020461,960,5,0.916504035022944
2020461,960,6,0.462123517086792
2020461,960,9,0.975299025699567
2020462,960,1,0.181058617588283
2020462,960,2,0.196677046847265
2020462,960,3,0.701886039420163
2020462,960,4,0.510027201505872
2020462,960,5,0.175447830591
2020462,960,6,0.235726352653711
2020462,960,7,0.0157240863124659
2020462,960,8,0.144585695998287
2020462,960,9,0.317088638578349
2020462,960,10,0.786558096499414
2020462,960,11,0.795443747235395
2020462,960,13,0.163942936916743
2020462,960,14,0.959194043532365
2020463,960,1,0.500025736506588
2020463,960,2,0.416687886724902
2020463,960,3,0.120006400306634
2020463,960,4,0.0745652189898605
2020463,960,5,0.23955617465807
2020463,960,6,0.265013839626508
2020463,960,7,0.674891088925024
2020463,960,8,0.904720810780951
2020463,960,9,0.907365023397106
2020464,960,1,0.725293516364103
2020464,960,2,0.942356017635136
2020464,960,3,0.982032853057416
2020464,960,4,1.00005263429898
2020464,960,6,0.73131565600889
2020464,960,7,0.0776739667660507
2020464,960,8,0.116965106390654
2020464,960,9,0.48389594306703
2020464,960,10,0.328964682472796
2020464,960,11,0.39429382674995
2020464,960,12,0.816134167781719
2020464,960,13,0.876758368593949
2020464,960,14,1.00005271601775
2020464,960,15,0.979432770852225
2020464,960,16,0.923343982593953
2020465,960,2,0.625030383288947
2020465,960,3,0.880643331632823
2020465,960,4,0.958629987538204
2020465,960,5,0.464702496182785
2020465,960,6,0.0478113047149599
2020465,960,8,0.0975661315480759
2020465,960,9,0.194039987119315
2020465,960,10,0.695689983415695
2020465,960,12,0.938980277465013
2020465,960,13,1.00004861326231
2020465,960,14,0.761941045065417
2020465,960,16,0.0632944330489811
2020465,960,17,0.329562723287756
2020466,960,4,0.522080559189206
2020466,960,5,0.229048287672842
2020466,960,6,0.333350794561393
2020466,960,7,0.227918991092417
2020466,960,8,0.480022401710727
2020466,960,9,0.00612027316020076
2020466,960,10,0.00570155333121435
2020466,960,11,0.347050187568438
2020466,960,12,0.277041378233592
2020466,960,13,0.43904580726233
2020466,960,14,0.868732206415117
2020466,960,15,0.629662667523635
2020466,960,16,0.945252958071671
2020466,960,17,0.219059093568915
2020466,960,18,0.413064430713111
2020466,960,19,0.641059885481694
2020466,960,20,0.233930554786982
2020466,960,21,0.289619134347001
2020466,960,23,0.840039201658502
2020466,960,25,0.878306694279305
2020466,960,26,0.510230981581079
2020467,960,1,0.659397139688924
2020467,960,2,0.579809515981658
2020467,960,4,0.0124120040624989
2020467,960,5,0.185663800839603
2020467,960,6,0.503294289820125
2020467,960,7,0.0689690185403651
2020467,960,8,0.219522903631165
2020467,960,9,0.393463048685624
2020467,960,10,0.760456273726485
2020467,960,11,0.0393033696096516
2020468,960,1,0.157151153942755
2020468,960,2,0.807733729895363
2020468,960,3,0.898350763917625
2020468,960,4,0.829587876574863
2020468,960,5,0.812022818741549
2020468,960,6,0.968800458309081
2020468,960,7,0.649767921002839
2020468,960,8,0.614711326517619
2020468,960,9,0.559120559496321
2020468,960,10,0.590817129866389
2020468,960,11,0.124440958426559
2020468,960,12,0.113438818163516
2020468,960,13,0.151087107696876
2020469,960,1,0.270283662604149
2020469,960,2,0.357161565618389
2020469,960,3,0.0869610903540494
2020469,960,4,0.479477232824816
2020469,960,5,0.337095695818484
2020469,960,6,0.856547694298391
2020469,960,7,0.985765921246656
2020469,960,8,0.629660723586022
2020469,960,10,0.931082642117172
2020469,960,11,0.385600285086732
2020470,960,1,0.597046609502857
2020470,960,2,0.0579429605219982
2020470,960,4,0.062503283691973
2020470,960,5,0.747914374226206
2020470,960,6,0.832573588177707
2020470,960,7,0.330082618691129
2020470,960,9,0.150149441181671
2020470,960,10,0.177579359658502
2020470,960,11,0.16000832038912
2020470,960,12,0.0980443421982165
2020470,960,13,0.172231312195673
2020470,960,14,0.320241510789113
2020470,960,15,0.0638331260242992
2020470,960,16,0.125006510749559
2020470,960,18,0.150951465939858
2020470,960,19,0.529878646201323
2020470,960,20,0.83009321920465
2020471,960,1,0.274524158155006
2020471,960,2,0.125755029208858
2020471,960,3,0.0519214706588935
2020471,960,4,0.23078106568439
2020471,960,5,0.313741894952805
2020471,960,6,0.699151136209109
2020471,960,7,0.541696761440619
2020471,960,8,0.542885580125192
2020471,960,10,0.0189199075281952
2020472,960,3,0.01388958015244
2020472,960,4,0.183683049230119
2020472,960,5,0.299258105054399
2020472,960,6,0.638565698290062
2020472,960,9,0.347844434663877
2020473,960,1,0.175333973297875
2020473,960,2,0.316619023658543
2020473,960,3,0.0657929364601577
2020473,960,4,0.639377454114139
2020473,960,5,0.68003173467593
2020473,960,6,0.0801324000855112
2020473,960,7,0.399010722794001
2020473,960,11,0.47370876483
2020473,960,12,0.454415175542346
2020474,960,1,0.826708920681671
2020474,960,2,0.213647138477566
2020474,960,3,0.3934423833253
2020474,960,4,0.736066757260951
2020474,960,5,0.0388369372931379
2020474,960,6,0.139541914908879
2020474,960,7,0.789477722899474
2020475,960,1,0.914820374225053
2020475,960,2,0.103555708530362
2020475,960,3,0.0707107848064921
2020475,960,4,0.111116990311341
2020475,960,5,0.111116872799739
2020475,960,6,0.0540568542967386
2020475,960,7,0.588264130796318
2020475,960,9,0.500854936139624
2020476,960,1,0.742369621362038
2020476,960,2,0.8701750740252
2020476,960,3,0.0117270031839591
2020476,960,4,0.0422855181639549
2020476,960,5,0.407427527026249
2020476,960,6,0.0239629245628239
2020476,960,7,1.00005303288417
2020476,960,8,1.00005346185156
2020477,960,1,0.821748601855343
2020477,960,2,0.109380753887428
2020477,960,3,0.0139816056035495
2020477,960,4,0.0215838725281251
2020477,960,5,0.661050561682824
2020477,960,6,0.85718707715005
2020477,960,7,0.965050665130775
2020477,960,8,0.600033335153495
2020477,960,9,0.265638835342813
2020477,960,10,0.235139801951072
2020477,960,11,0.0625031961873539
2020478,960,2,0.890219722532727
2020478,960,3,0.587402133306199
2020478,960,4,0.960831412885323
2020402,962,1,0.36649641891732
2020402,962,2,0.670889389101188
2020402,962,3,0.871156927576488
2020402,962,4,0.331914077368558
2020402,962,5,0.494143807565292
2020402,962,6,0.093102844932861
2020402,962,7,0.244331138771187
2020402,962,8,0.382999095839063
2020402,962,9,0.10989594686315
2020402,962,10,0.230781065896026
2020402,962,11,0.559553785564407
2020402,962,12,0.182441883251493
2020402,962,13,0.175267067531207
2020402,962,14,0.231896381008774
2020402,962,15,0.791346782295876
2020402,962,16,0.810854640662505
2020402,962,17,0.584300300517597
2020402,962,18,0.463437240999126
2020402,962,19,0.461562131086597
2020402,962,21,0.419245052137385
2020402,962,22,0.954723354492298
2020402,962,23,0.754715458891369
2020403,962,1,0.689691837007454
2020403,962,2,0.884005976840916
2020403,962,3,0.204673994051373
2020403,962,4,0.532164697022712
2020403,962,5,0.0400020719011879
2020403,962,6,0.51097625658088
2020403,962,7,0.100415151757394
2020403,962,8,0.212018708925204
2020403,962,9,0.080649497280665
2020403,962,10,0.0471722960306148
2020403,962,11,0.0234754091160806
2020403,962,12,0.337396384097129
2020404,962,1,0.547854670689071
2020404,962,2,0.54056976073196
2020404,962,3,0.533360742105446
2020404,962,4,0.817351354197366
2020404,962,5,0.636397384677607
2020404,962,6,0.793337455207592
2020404,962,7,0.132359753781156
2020404,962,8,0.635602177170411
2020404,962,9,0.678603742619326
2020404,962,11,0.0194912873951757
2020404,962,12,0.635413087699352
2020404,962,13,0.348855688795635
2020404,962,14,0.502788820371495
2020404,962,15,0.494762882232126
2020404,962,16,0.873996095161022
2020404,962,17,0.832475931240589
2020404,962,18,0.94449400111169
2020404,962,19,0.928620386289287
2020404,962,20,0.724423718525018
2020404,962,21,0.699490713673813
2020404,962,22,0.774233092661584
2020405,962,1,0.799128721374692
2020405,962,2,0.70281062601291
2020405,962,3,0.93437763382054
2020405,962,4,0.748505672907509
2020405,962,5,0.360018000739812
2020405,962,6,0.832043820972458
2020405,962,7,0.846197241618761
2020405,962,8,0.857650512293817
2020405,962,9,0.811363400539728
2020406,962,1,0.754585470403449
2020406,962,2,0.825546756869001
2020406,962,3,0.666702224190683
2020406,962,4,0.671363882780823
2020406,962,5,0.779702865525666
2020406,962,6,0.721350893453855
2020406,962,7,0.790517598531303
2020406,962,8,0.515490489386315
2020406,962,9,0.69771092666748
2020406,962,10,0.723115859915012
2020406,962,11,0.636397384562654
2020406,962,12,0.91992069025852
2020406,962,13,0.953895072078651
2020406,962,14,0.287894054978982
2020407,962,2,0.854625369304238
2020407,962,3,0.598431756797736
2020407,962,4,0.398045953627621
2020407,962,5,0.51517753481446
2020407,962,6,0.580711168082689
2020407,962,7,0.472246271621556
2020407,962,8,0.92324572862846
2020407,962,9,0.988878377265801
2020407,962,10,0.969747579643339
2020408,962,1,0.165525993329109
2020408,962,2,0.857186590763316
2020408,962,3,0.84787063095198
2020408,962,4,0.894356205857362
2020408,962,5,0.401587332666719
2020408,962,6,0.27410079711161
2020408,962,9,0.418626440159299
2020408,962,10,0.678933340665233
2020408,962,11,0.642008333730528
2020408,962,12,0.525184482901992
2020408,962,13,0.520351996519577
2020408,962,14,0.632685341314595
2020408,962,15,0.577807738048393
2020408,962,17,0.568210874366345
2020408,962,18,0.812538086980218
2020408,962,19,0.969862558698737
2020408,962,20,0.526082004257405
2020408,962,21,0.940218486898733
2020408,962,24,0.981812655220856
2020409,962,1,0.923070392569429
2020409,962,2,0.400021160526381
2020409,962,4,0.807298950089833
2020409,962,5,0.496577979987325
2020409,962,6,0.2297618135911
2020409,962,7,0.0633980538872232
2020409,962,8,0.256958125086498
2020409,962,9,0.571458741680543
2020409,962,10,0.0654240255875814
2020409,962,12,0.656749908798019
2020409,962,13,0.770467988044067
2020409,962,14,0.912799666375024
2020410,962,1,0.18792196585954
2020410,962,2,0.00576813468508666
2020410,962,3,0.125448086728859
2020410,962,4,0.587264447005494
2020410,962,5,0.37797210095133
2020410,962,6,0.290923637087582
2020410,962,7,0.861830658421693
2020410,962,8,0.935111488238123
2020410,962,9,0.865428996448733
2020410,962,10,0.354371913318972
2020411,962,1,0.651592529913077
2020411,962,2,0.323102328952483
2020411,962,3,0.379329965480261
2020411,962,4,0.108577167653446
2020411,962,6,0.071069777828619
2020411,962,7,0.102444354819163
2020411,962,8,0.772543354186171
2020411,962,9,0.948766603755848
2020411,962,10,0.847552484454217
2020411,962,11,0.847503114701811
2020411,962,12,0.871415697878097
2020412,962,1,0.890386308437413
2020412,962,2,0.96322169324395
2020412,962,3,0.177786996322583
2020412,962,4,0.288674839308994
2020412,962,5,0.282065746775143
2020412,962,6,0.12788399728258
2020412,962,7,0.183683153331947
2020412,962,8,0.072110070330719
2020412,962,9,0.253820549208579
2020412,962,10,0.720038401553671
2020412,962,11,0.66670139038834
2020412,962,12,0.0205048969597841
2020412,962,13,0.830553052407775
2020413,962,1,0.866919139738696
2020413,962,2,0.68267015856237
2020413,962,3,0.60717538462309
2020413,962,4,0.0461562723244406
2020413,962,5,0.0487830657622174
2020413,962,6,0.208344425745809
2020413,962,7,0.0827629966645544
2020413,962,8,0.314831333703897
2020413,962,9,0.239449126155535
2020413,962,10,0.937287515068563
2020413,962,11,0.994661891344805
2020413,962,12,0.956966732971656
2020414,962,1,0.699409712122034
2020414,962,2,0.0488625079637552
2020414,962,3,0.980520457190714
2020414,962,4,0.897945424299527
2020414,962,5,0.315423710713307
2020414,962,6,0.61114223386319
2020414,962,7,0.891936086593692
2020414,962,8,0.259272863050268
2020414,962,9,0.648683712878351
2020414,962,10,0.12912078869621
2020414,962,11,0.237006549451025
2020414,962,13,0.926177581642121
2020414,962,14,0.99173278675812
2020414,962,15,0.702284014888405
2020415,962,1,0.733372446415463
2020415,962,3,0.626956434198309
2020415,962,4,0.292468005411866
2020415,962,5,0.764191796320529
2020415,962,6,0.961440693792406
2020415,962,7,0.977009927205076
2020415,962,8,1.0000526347173
2020415,962,9,0.484102128538581
2020415,962,10,0.925048179546738
2020415,962,11,0.931867599104428
2020416,962,1,0.916711228823789
2020416,962,2,0.953536418544005
2020416,962,3,0.511653687999222
2020416,962,4,0.91560822502732
2020416,962,5,0.0356524351059236
2020416,962,6,0.95736571975644
2020416,962,7,0.870980691728421
2020416,962,8,0.940927914851964
2020416,962,9,0.142864796381903
2020416,962,10,0.0410980485278414
2020416,962,11,0.16484392022274
2020416,962,12,0.0823573012608821
2020416,962,14,0.500027300417852
2020416,962,15,0.300015834213535
2020416,962,16,0.64091761717685
2020416,962,17,0.994360231657763
2020416,962,18,0.695777294482879
2020417,962,1,0.260883218537949
2020417,962,2,0.467314468309169
2020417,962,3,0.308235363958811
2020417,962,5,0.86901046589664
2020417,962,6,0.989526198561836
2020417,962,11,0.0746307642943652
2020418,962,1,0.0340331954535601
2020418,962,3,0.0688442381020675
2020418,962,4,0.109723715683798
2020418,962,7,0.0372901159743905
2020418,962,8,0.119409222842655
2020418,962,9,0.0930281235986502
2020418,962,10,0.761945278061596
2020418,962,11,0.65134792840622
2020419,962,1,0.816135731600461
2020419,962,3,0.95389674511653
2020420,962,1,0.974886086682142
2020420,962,2,0.280349586165688
2020420,962,3,0.344845423163873
2020420,962,4,0.504482856057224
2020420,962,5,0.389811834591668
2020420,962,8,0.690876172243282
2020420,962,9,0.063351760647825
2020420,962,10,0.190486269105156
2020420,962,11,0.100005256672385
2020420,962,12,0.538489152934364
2020420,962,13,0.421897444675265
2020420,962,14,0.394251303095563
2020420,962,15,0.880779734618377
2020421,962,1,0.0975661315480759
2020421,962,3,0.71230223003722
2020421,962,4,0.597857857202165
2020422,962,1,0.518198207189169
2020422,962,2,0.314977164153909
2020422,962,3,0.776041044016311
2020422,962,4,0.117653258686402
2020422,962,5,0.289488920475149
2020422,962,6,0.119409297118371
2020422,962,7,0.113642390134686
2020422,962,8,0.293175206940727
2020422,962,9,0.583361692035595
2020422,962,10,0.0978775466813248
2020422,962,11,0.130239524440257
2020423,962,2,0.123973146496303
2020424,962,1,0.350763719675417
2020424,962,2,0.11561306233004
2020424,962,3,0.0944930252378326
2020424,962,4,0.013032832891563
2020425,962,1,0.0122455171764213
2020425,962,2,0.321445153931269
2020426,962,1,0.0731140901982923
2020426,962,2,0.0609512687095171
2020427,962,1,0.0319165913064292
2020427,962,4,0.367665982940293
2020427,962,5,0.108005529880603
2020428,962,1,0.905930313954408
2020428,962,2,0.773478288939288
2020428,962,3,0.0347844487414244
2020428,962,4,0.00524136759879318
2020428,962,5,0.106388260387064
2020428,962,6,0.10280902293066
2020428,962,7,0.392875850990136
2020428,962,8,0.269244576604353
2020428,962,9,0.139351496409492
2020428,962,10,0.0675712200552088
2020429,962,1,0.860113760281681
2020429,962,2,0.253510021065168
2020429,962,3,0.201956872887969
2020429,962,4,0.229178205170145
2020429,962,5,0.175008750498722
2020429,962,6,0.420021001030024
2020429,962,7,0.946713651653034
2020429,962,8,0.849099325838822
2020429,962,9,0.988940167044365
2020430,962,1,0.627394924852848
2020430,962,2,0.0553600756226139
2020430,962,3,0.116444470828884
2020430,962,4,0.0894542943965829
2020430,962,5,0.0585089664992834
2020430,962,6,0.137411879068513
2020430,962,7,0.803723715213047
2020431,962,1,0.820043735428666
2020431,962,2,0.0275063706713891
2020431,962,3,0.244910454503805
2020431,962,4,0.371747211954693
2020431,962,5,0.90480678579407
2020431,962,7,0.475513894117025
2020431,962,8,0.618697464048398
2020432,962,1,0.0489536164391645
2020432,962,2,0.152182073518437
2020432,962,3,0.420194961832129
2020432,962,4,0.25057512421633
2020432,962,5,0.235568119151633
2020432,962,6,0.196438978015727
2020432,962,7,0.933824308427153
2020433,962,1,0.229037148240864
2020433,962,2,0.182519221554527
2020433,962,3,0.038890941463539
2020433,962,4,0.0579181513535126
2020433,962,5,0.0252113905041427
2020433,962,6,0.534748835868939
2020433,962,7,0.630465620544366
2020433,962,8,0.15556362178226
2020433,962,9,0.191092134011564
2020433,962,10,0.556989052213635
2020433,962,11,0.552461010909506
2020434,962,1,0.206344864649647
2020434,962,2,0.0750838502915948
2020434,962,3,0.103453626949162
2020434,962,4,0.0457062623067565
2020434,962,5,0.0803613283247458
2020434,962,6,0.0925159039262503
2020434,962,7,0.305180557299687
2020434,962,8,0.514805586984486
2020435,962,1,0.626539364025666
2020435,962,2,0.0515048722134856
2020435,962,3,0.119053895694206
2020435,962,4,0.0335213321427402
2020435,962,5,0.0855585571165633
2020435,962,6,0.789996422904769
2020435,962,7,0.739167929921617
2020435,962,8,0.0895380843753477
2020435,962,9,0.349415131348607
2020435,962,10,0.398445694329556
2020435,962,12,0.400020667826062
2020435,962,13,0.756901332140799
2020435,962,14,0.128932084199618
2020436,962,1,0.203603583816872
2020436,962,2,0.0376363983405703
2020436,962,3,0.333350618104842
2020436,962,4,0.521113541275343
2020436,962,6,0.242869864654973
2020436,962,7,0.338222598502757
2020436,962,8,0.608095804158712
2020437,962,1,0.670843217806175
2020437,962,2,0.0833377269915762
2020437,962,3,0.808122982711737
2020437,962,4,0.911812754819614
2020437,962,5,0.591000849979999
2020437,962,6,0.746601489710279
2020437,962,7,0.97484134313257
2020437,962,8,0.0588266149286358
2020437,962,9,0.649518016360667
2020437,962,10,0.0418524327248786
2020437,962,11,0.903661636994468
2020437,962,12,0.912490053298757
2020437,962,13,0.455380634682106
2020437,962,14,0.670765109255067
2020437,962,17,0.167855994815532
2020438,962,1,1.00005303288417
2020438,962,2,0.985966411583094
2020438,962,3,0.975051190158037
2020438,962,4,0.804117877738869
